49.21336551077178	54.361123884351336	O1	ليت كل الماضي يرد ويعود.
54.67362577237216	59.514564110440354	O2	ليت كل الماضي يرد ويعود.
59.95206675366951	64.7930050917377	O1	ليت كل الماضي يرد ويعود.
65.13959809481534	69.91235420276989	O2	ليت كل الماضي يرد ويعود.
70.35553869850854	75.1055673964252	O1	ليت كل الماضي يرد ويعود.
75.57147930220172	80.3555991151752	O2	ليت كل الماضي يرد ويعود.
80.77605620087596	85.9408601319839	O1	ليت كل الماضي يرد ويعود.
86.03176977213542	90.67952512488164	O2	ليت كل الماضي يرد ويعود.
91.0602092430161	96.24205873165246	O1	بحتفل من قصي البر وبحورهِ.
96.49774209457861	101.19095226740056	O2	بحتفل من قصي البر وبحورهِ.
101.45799933534566	106.73075846413353	O1	بحتفل من قصي البر وبحورهِ.
106.7534858741714	111.84442572265625	O2	بحتفل من قصي البر وبحورهِ.
111.87851683771308	117.17400337653883	O1	بحتفل من قصي البر وبحورهِ.
117.19673078657671	122.26494322502369	O2	بحتفل من قصي البر وبحورهِ.
122.2990343400805	127.93543202947444	O1	بحتفل من قصي البر وبحورهِ.
127.96952314453127	132.20534419034095	O2	بحتفل من قصي البر وبحورهِ.
134.00080958333336	139.19402277698867	O1	أعزائي المشاهدين قناة الوسطى من الذيد السلام عليكم ورحمة من الله وبركاته.
139.42129687736744	143.1145010085227	O1	مرحبا بكم في حلقة جديدة من برنامجكم التراثي سوالف الأول.
143.52359438920456	149.6031765743371	O1	مشاهدينا نلتقي اليوم بأحد أهالي المنطقة الوسطى وفي منطقة البرير بالذات البرير الجنوبي.
149.9099966098485	155.94412397490532	O1	نلتقي بضيفنا العزيز الوالد محمد مصبح بن رضوى ال- الكتبي، ويش حالك يا محمد؟
156.23958030539774	157.41004192234848	O2	بخير الحمد لله يا ناصر.
158.19413756865535	159.08050656013265	O2	بخير عافاك الله.
159.194143610322	160.14417553268973	O1	يا هلا وسهلا.
160.14869483191288	160.8418808380682	O2	يا مرحبا.
161.1032460535038	161.98205749680773	O1	الله يرحب بك.
162.7040169515396	163.94266079860404	O2	يا مرحبا الساع يا مرحبا.
164.09190047348488	164.80781388967804	O1	وأنت بخير.
166.0968386545103	167.45045855468226	O1	يا حييك وسهلا.
169.8192078030303	171.43285391571968	O2	جيتونا لين ببقعتنا.
171.6184793528683	172.55030316442134	O1	الله يطول عمرك.
173.10449325986818	174.1385904165916	O1	نحن من زمان ندورك.
175.19671468187613	176.56583399622286	O2	مرحبا الساع مرحبا.
176.58061228929927	177.62607315104168	O1	الله يطول عمرك.
177.73971020123105	178.51244214251895	O2	يا حياها الله.
179.50712230754252	180.39881717566288	O1	قناة الوسطى.
184.03520278172354	184.94429918323868	O1	سوالف الأول.
186.46182752033212	187.2459231666389	O1	الله يطول عمرك.
187.5625406320166	188.63885052747491	O2	اللي تبونه عندي.
190.10739171523645	191.67536394577849	O1	خبرنا عن حياتك الأولية.
191.84206812973488	194.51253880918566	O2	والله حياتي الأولية أنا كنت يوم أنا.
217.43313183238635	218.75132161458336	O2	ويوم يعدي.
219.44450762073868	220.80815222301138	O1	وأهلكم الكبار.
264.276476809882	264.9355717009804	O1	نعم وأنت.
307.3940579779746	308.5645195949254	O2	يسمونه الشمال هذا.
311.85415683475384	312.72916212121214	O2	مثل ما خبرتك.
334.5967702670427	335.30131997821695	O1	شو السبب؟
348.9144966902083	349.97974827417477	O2	الله يسلمك يقول لك
354.0973774206349	354.70434356966234	O2	ويقول لك.
357.42208128702805	358.23774278060966	O2	ويقول لك.
366.5480044780364	367.1829289489359	O2	الحين ما يبغى.
372.6007754216399	373.6713085849321	O2	وهاي يسمونه الخضرم.
380.90715057412103	381.6172919496696	O2	ما يطلع.
388.3022838339049	389.26177579680837	O2	هني يطلع هني.
397.6943184828607	400.5965099298715	O2	مرة في دبي مرة في الشارقة مرة في عجمان.
400.65629289975374	402.2649982711306	O1	هاليوم يوم كبرت شوي.
402.3084767946813	403.83022511895666	O2	أي خمسة أيام.
404.3737066633407	405.43893049033346	O2	سيرة وردة.
405.5041482756596	406.98241807638425	O2	سيرة وردة خمسة أيام.
412.62672095187827	413.615363288526	O2	بعد خمسة أيام.
416.33277101044627	417.4800111432279	O2	ونجيب التمر.
431.60746649361795	432.7265444009179	O2	دار سوق الجمعة.
447.59581731980484	448.26973443484104	O2	سوق الجمعة.
449.2652938093264	450.4110517197143	O2	الطريق يجي جنوب.
451.30779626794794	452.38388972582834	O2	عن عن سوق الجمعة.
471.14247946639273	472.9661070848668	O2	وعلوم وغناء وزغاريد.
483.67473542497845	484.4390681060349	O2	الله يسلمك.
487.48256475458567	489.47368350355623	O1	نبغاك تخبرنا عن أول.
493.8358640084353	494.84426931033335	O1	ما أذكرها.
499.10528813683715	500.82120759469694	O1	خمسطعشر عشرين سنة.
510.68769082649527	512.2770868596515	O1	سمعتك ذاك النهار تقول لي.
514.198515149343	515.5651499032438	O1	على ااا رأس الخيمة.
518.308772372067	519.0968479051738	O1	نعم خبرنا.
519.7922086696797	521.0902154300907	O2	هذا الله يسلمك.
522.269017488015	523.2248188287872	O2	قال الله يسلمك.
536.1390328586194	536.882251601976	O2	الله يسلمك.
548.1691846660044	551.0741819432161	O2	على ز- على زبيدة وعلى سهيلة.
556.3809124681123	556.9769359805459	O1	السيح هذا.
562.3298356255818	562.8397668528861	O2	الله يسلمك.
585.5878847392029	587.7620092002356	O2	وصب علينا صب صب صب.
